L 620.1999, 1237.7999, -40.0000, 631.0000, 1247.0000, -36.0000, 178, 102, 255
L 631.0000, 1247.0000, -36.0000, 631.0000, 1286.0000, -36.0000, 178, 102, 255
L 631.0000, 1286.0000, -36.0000, 697.0000, 1286.0000, -36.0000, 178, 102, 255
L 697.0000, 1286.0000, -36.0000, 747.0000, 1277.0000, -36.0000, 178, 102, 255
L 747.0000, 1277.0000, -36.0000, 756.0000, 1276.0000, -46.0000, 178, 102, 255
L 756.0000, 1276.0000, -46.0000, 761.0000, 1266.0000, -36.0000, 178, 102, 255
L 761.0000, 1266.0000, -36.0000, 796.0000, 1266.0000, -36.0000, 178, 102, 255
L 796.0000, 1266.0000, -36.0000, 796.0000, 1231.0000, -36.0000, 178, 102, 255
L 796.0000, 1231.0000, -36.0000, 762.0000, 1231.0000, -36.0000, 178, 102, 255
L 762.0000, 1231.0000, -36.0000, 746.0000, 1211.0000, -36.0000, 178, 102, 255
L 746.0000, 1211.0000, -36.0000, 669.0000, 1211.0000, -36.0000, 178, 102, 255
L 669.0000, 1211.0000, -36.0000, 660.0000, 1203.0000, -38.0000, 178, 102, 255
L 660.0000, 1203.0000, -38.0000, 655.0000, 1195.0000, -36.0000, 178, 102, 255
L 655.0000, 1195.0000, -36.0000, 698.7999, 1156.6999, -40.0000, 178, 102, 255
L 698.7999, 1014.6999, -40.0000, 659.0000, 962.0000, -36.0000, 178, 102, 255
L 659.0000, 962.0000, -36.0000, 668.0000, 947.0000, -36.0000, 178, 102, 255
L 668.0000, 947.0000, -36.0000, 746.0000, 946.0000, -36.0000, 178, 102, 255
L 746.0000, 946.0000, -36.0000, 767.0000, 926.0000, -36.0000, 178, 102, 255
L 767.0000, 926.0000, -36.0000, 796.0000, 926.0000, -36.0000, 178, 102, 255
L 796.0000, 926.0000, -36.0000, 796.0000, 894.0000, -36.0000, 178, 102, 255
L 796.0000, 894.0000, -36.0000, 760.0000, 891.0000, -36.0000, 178, 102, 255
L 760.0000, 891.0000, -36.0000, 746.0000, 871.0000, -36.0000, 178, 102, 255
L 746.0000, 871.0000, -36.0000, 631.0000, 871.0000, -36.0000, 178, 102, 255
L 631.0000, 871.0000, -36.0000, 631.0000, 907.0000, -36.0000, 178, 102, 255
L 631.0000, 907.0000, -36.0000, 623.0000, 917.0000, -38.0000, 178, 102, 255
L 623.0000, 917.0000, -38.0000, 577.0000, 881.0000, -36.0000, 178, 102, 255
L 577.0000, 881.0000, -36.0000, 420.0000, 881.0000, -36.0000, 178, 102, 255
L 420.0000, 881.0000, -36.0000, 382.0000, 918.0000, -36.0000, 178, 102, 255
L 382.0000, 918.0000, -36.0000, 372.0000, 915.0000, -38.0000, 178, 102, 255
L 372.0000, 915.0000, -38.0000, 367.0000, 872.0000, -36.0000, 178, 102, 255
L 367.0000, 872.0000, -36.0000, 295.0000, 871.0000, -36.0000, 178, 102, 255
L 295.0000, 871.0000, -36.0000, 234.0000, 891.0000, -36.0000, 178, 102, 255
L 234.0000, 891.0000, -36.0000, 201.0000, 891.0000, -36.0000, 178, 102, 255
L 201.0000, 891.0000, -36.0000, 201.0000, 924.0000, -36.0000, 178, 102, 255
L 201.0000, 924.0000, -36.0000, 235.0000, 926.0000, -36.0000, 178, 102, 255
L 235.0000, 926.0000, -36.0000, 251.0000, 946.0000, -36.0000, 178, 102, 255
