L 267.0, -774.0, -43.0, 214.0, -787.0, -43.0, 150, 150, 150
L 303.0, -765.0, -44.0, 267.0, -774.0, -43.0, 150, 150, 150
L 323.0, -759.0, -44.0, 303.0, -765.0, -44.0, 150, 150, 150
L 353.0, -745.0, -44.0, 323.0, -759.0, -44.0, 150, 150, 150
L 411.0, -719.0, -44.0, 353.0, -745.0, -44.0, 150, 150, 150
L 418.0, -720.0, -44.0, 411.0, -719.0, -44.0, 150, 150, 150
L 422.0, -720.0, -44.0, 418.0, -720.0, -44.0, 150, 150, 150
L 486.0, -735.0, -44.0, 422.0, -720.0, -44.0, 150, 150, 150
L 518.0, -744.0, -44.0, 486.0, -735.0, -44.0, 150, 150, 150
L 537.0, -750.0, -43.0, 518.0, -744.0, -44.0, 150, 150, 150
L 539.0, -749.0, -44.0, 537.0, -750.0, -43.0, 150, 150, 150
L 509.0, -626.0, -44.0, 539.0, -749.0, -44.0, 150, 150, 150
L 509.0, -612.0, -44.0, 509.0, -626.0, -44.0, 150, 150, 150
L 523.0, -560.0, -44.0, 509.0, -612.0, -44.0, 150, 150, 150
L 532.0, -531.0, -43.0, 523.0, -560.0, -44.0, 150, 150, 150
L 540.0, -503.0, -41.0, 532.0, -531.0, -43.0, 150, 150, 150
L 541.0, -498.0, -41.0, 540.0, -503.0, -41.0, 150, 150, 150
L 542.0, -497.0, -43.0, 541.0, -498.0, -41.0, 150, 150, 150
L 542.0, -495.0, -44.0, 542.0, -497.0, -43.0, 150, 150, 150
L 544.0, -493.0, -44.0, 542.0, -495.0, -44.0, 150, 150, 150
L 545.0, -491.0, -44.0, 544.0, -493.0, -44.0, 150, 150, 150
L 547.0, -488.0, -44.0, 545.0, -491.0, -44.0, 150, 150, 150
L 567.0, -467.0, -44.0, 547.0, -488.0, -44.0, 150, 150, 150
L 687.0, -350.0, -44.0, 567.0, -467.0, -44.0, 150, 150, 150
L 708.0, -328.0, -44.0, 687.0, -350.0, -44.0, 150, 150, 150
L 772.0, -263.0, -44.0, 708.0, -328.0, -44.0, 150, 150, 150
L 780.0, -257.0, -44.0, 772.0, -263.0, -44.0, 150, 150, 150
L 905.0, -227.0, -42.0, 780.0, -257.0, -44.0, 150, 150, 150
L 923.0, -155.0, -44.0, 905.0, -227.0, -42.0, 150, 150, 150
