L 964.0, -924.0, -195.0, 964.0, -880.0, -195.0, 178, 102, 255
L 964.0, -880.0, -195.0, 994.0, -880.0, -195.0, 178, 102, 255
L 994.0, -880.0, -195.0, 994.0, -896.0, -195.0, 178, 102, 255
L 994.0, -896.0, -195.0, 980.0, -896.0, -195.0, 178, 102, 255
L 980.0, -896.0, -195.0, 980.0, -908.0, -195.0, 178, 102, 255
L 980.0, -908.0, -195.0, 994.0, -908.0, -195.0, 178, 102, 255
L 994.0, -908.0, -195.0, 994.0, -924.0, -195.0, 178, 102, 255
L 994.0, -924.0, -195.0, 964.0, -924.0, -195.0, 178, 102, 255
L 756.0, -1454.0, -181.0, 756.0, -1470.0, -181.0, 178, 102, 255
L 656.0, -894.0, -209.0, 656.0, -893.0, -209.0, 102, 0, 204
L 656.0, -882.0, -209.0, 602.0, -882.0, -207.0, 102, 0, 204
L 602.0, -882.0, -207.0, 602.0, -909.0, -209.0, 102, 0, 204
L 602.0, -909.0, -209.0, 583.0, -906.0, -211.0, 102, 0, 204
L 583.0, -906.0, -211.0, 565.0, -900.0, -209.0, 102, 0, 204
L 565.0, -900.0, -209.0, 544.0, -908.0, -212.0, 102, 0, 204
L 544.0, -908.0, -212.0, 501.0, -940.0, -211.0, 102, 0, 204
L 501.0, -940.0, -211.0, 485.0, -944.0, -209.0, 102, 0, 204
L 485.0, -944.0, -209.0, 488.0, -972.0, -209.0, 102, 0, 204
L 488.0, -972.0, -209.0, 490.0, -993.0, -209.0, 102, 0, 204
L 490.0, -993.0, -209.0, 506.0, -1008.0, -209.0, 102, 0, 204
L 506.0, -1008.0, -209.0, 533.0, -1012.0, -209.0, 102, 0, 204
L 533.0, -1012.0, -209.0, 541.0, -1012.0, -209.0, 102, 0, 204
L 541.0, -1012.0, -209.0, 578.0, -1020.0, -209.0, 102, 0, 204
L 578.0, -1020.0, -209.0, 617.0, -1024.0, -209.0, 102, 0, 204
L 617.0, -1024.0, -209.0, 640.0, -982.0, -209.0, 102, 0, 204
L 640.0, -982.0, -209.0, 645.0, -964.0, -209.0, 102, 0, 204
L 645.0, -964.0, -209.0, 670.0, -964.0, -209.0, 102, 0, 204
L 670.0, -964.0, -209.0, 670.0, -924.0, -209.0, 102, 0, 204
L 670.0, -924.0, -209.0, 642.0, -924.0, -209.0, 102, 0, 204
L 642.0, -924.0, -209.0, 642.0, -894.0, -209.0, 102, 0, 204
L 656.0, -894.0, -209.0, 642.0, -894.0, -209.0, 102, 0, 204
L 656.0, -889.0, -209.0, 656.0, -882.0, -209.0, 102, 0, 204
L 656.0, -893.0, -209.0, 656.0, -889.0, -209.0, 102, 0, 204
L 602.0, -921.0, -210.0, 602.0, -964.0, -209.0, 102, 0, 204
L 602.0, -964.0, -209.0, 629.0, -964.0, -211.0, 102, 0, 204
L 629.0, -964.0, -211.0, 623.0, -985.0, -210.0, 102, 0, 204
L 623.0, -985.0, -210.0, 609.0, -1008.0, -211.0, 102, 0, 204
L 609.0, -1008.0, -211.0, 575.0, -1002.0, -211.0, 102, 0, 204
L 575.0, -1002.0, -211.0, 541.0, -996.0, -209.0, 102, 0, 204
L 541.0, -996.0, -209.0, 532.0, -986.0, -209.0, 102, 0, 204
L 532.0, -986.0, -209.0, 515.0, -974.0, -209.0, 102, 0, 204
L 515.0, -974.0, -209.0, 502.0, -974.0, -209.0, 102, 0, 204
L 502.0, -974.0, -209.0, 500.0, -955.0, -212.0, 102, 0, 204
L 500.0, -955.0, -212.0, 524.0, -939.0, -209.0, 102, 0, 204
L 524.0, -939.0, -209.0, 533.0, -932.0, -209.0, 102, 0, 204
L 533.0, -932.0, -209.0, 543.0, -924.0, -209.0, 102, 0, 204
L 543.0, -924.0, -209.0, 565.0, -916.0, -209.0, 102, 0, 204
L 565.0, -916.0, -209.0, 583.0, -928.0, -209.0, 102, 0, 204
L 583.0, -928.0, -209.0, 602.0, -921.0, -210.0, 102, 0, 204
L 740.0, -1286.0, -189.0, 756.0, -1286.0, -189.0, 178, 102, 255
L 756.0, -1286.0, -189.0, 756.0, -1302.0, -187.0, 178, 102, 255
L 756.0, -1302.0, -187.0, 740.0, -1302.0, -187.0, 178, 102, 255
L 740.0, -1302.0, -187.0, 740.0, -1286.0, -189.0, 178, 102, 255
