L 773.0000, -524.0000, -73.0000, 776.0000, -524.0000, -73.0000, 0, 0, 0
L 773.0000, -535.0000, -73.0000, 776.0000, -535.0000, -73.0000, 0, 0, 0
L 791.0000, -568.0000, -73.0000, 773.0000, -568.0000, -73.0000, 0, 0, 0
L 791.0000, -640.0000, -74.0000, 791.0000, -568.0000, -73.0000, 0, 0, 0
L 798.0000, -640.0000, -77.0000, 798.0000, -659.0000, -77.0000, 150, 150, 150
L 796.0000, -659.0000, -76.0000, 796.0000, -640.0000, -76.0000, 150, 150, 150
L 794.0000, -640.0000, -75.0000, 794.0000, -659.0000, -75.0000, 150, 150, 150
L 791.0000, -640.0000, -74.0000, 800.0000, -640.0000, -76.0000, 0, 0, 0
L 792.0000, -640.0000, -74.0000, 792.0000, -659.0000, -74.0000, 150, 150, 150
L 875.0000, -634.0000, -78.0000, 800.0000, -634.0000, -78.0000, 0, 0, 0
L 875.0000, -683.0000, -78.0000, 875.0000, -634.0000, -78.0000, 0, 0, 0
L 831.0000, -683.0000, -78.0000, 846.0000, -683.0000, -78.0000, 0, 0, 0
L 846.0000, -683.0000, -78.0000, 875.0000, -683.0000, -78.0000, 0, 0, 0
L 846.0000, -677.0000, -78.0000, 846.0000, -683.0000, -78.0000, 150, 150, 150
L 844.0000, -673.0000, -78.0000, 846.0000, -677.0000, -78.0000, 150, 150, 150
L 841.0000, -671.0000, -78.0000, 844.0000, -673.0000, -78.0000, 150, 150, 150
L 833.0000, -673.0000, -78.0000, 841.0000, -671.0000, -78.0000, 150, 150, 150
L 831.0000, -677.0000, -78.0000, 833.0000, -673.0000, -78.0000, 150, 150, 150
L 831.0000, -683.0000, -78.0000, 831.0000, -677.0000, -78.0000, 150, 150, 150
L 800.0000, -683.0000, -78.0000, 831.0000, -683.0000, -78.0000, 0, 0, 0
L 744.0000, -659.0000, -73.0000, 800.0000, -659.0000, -77.0000, 0, 0, 0
L 744.0000, -595.0000, -73.0000, 744.0000, -659.0000, -73.0000, 0, 0, 0
L 720.0000, -595.0000, -73.0000, 744.0000, -595.0000, -73.0000, 0, 0, 0
L 720.0000, -500.0000, -73.0000, 720.0000, -595.0000, -73.0000, 0, 0, 0
L 773.0000, -500.0000, -73.0000, 720.0000, -500.0000, -73.0000, 0, 0, 0
L 1005.0000, -697.0000, -70.0000, 1003.0000, -635.0000, -70.0000, 0, 0, 0
L 772.0000, -351.0000, -90.0000, 767.0000, -351.0000, -90.0000, 0, 0, 0
L 767.0000, -336.0000, -90.0000, 772.0000, -336.0000, -90.0000, 0, 0, 0
L 704.0000, -248.0000, -91.0000, 720.0000, -248.0000, -91.0000, 0, 0, 0
L 704.0000, -252.0000, -91.0000, 704.0000, -248.0000, -91.0000, 0, 0, 0
L 699.0000, -252.0000, -91.0000, 704.0000, -252.0000, -91.0000, 0, 0, 0
L 699.0000, -248.0000, -91.0000, 699.0000, -252.0000, -91.0000, 0, 0, 0
L 683.0000, -240.0000, -91.0000, 699.0000, -248.0000, -91.0000, 0, 0, 0
L 679.0000, -240.0000, -91.0000, 683.0000, -240.0000, -91.0000, 0, 0, 0
L 679.0000, -235.0000, -91.0000, 679.0000, -240.0000, -91.0000, 0, 0, 0
L 999.0000, -627.0000, -70.0000, 1003.0000, -635.0000, -70.0000, 0, 0, 0
L 999.0000, -584.0000, -70.0000, 999.0000, -627.0000, -70.0000, 0, 0, 0
L 907.0000, -584.0000, -70.0000, 999.0000, -584.0000, -70.0000, 0, 0, 0
L 928.0000, -550.0000, -81.0000, 946.0000, -550.0000, -81.0000, 150, 150, 150
L 928.0000, -548.0000, -80.0000, 947.0000, -548.0000, -80.0000, 150, 150, 150
L 947.0000, -544.0000, -78.0000, 928.0000, -544.0000, -78.0000, 150, 150, 150
L 928.0000, -546.0000, -79.0000, 947.0000, -546.0000, -79.0000, 150, 150, 150
L 947.0000, -542.0000, -77.0000, 928.0000, -542.0000, -77.0000, 150, 150, 150
L 928.0000, -540.0000, -76.0000, 947.0000, -540.0000, -76.0000, 150, 150, 150
L 947.0000, -538.0000, -75.0000, 928.0000, -538.0000, -75.0000, 150, 150, 150
L 947.0000, -535.0000, -73.0000, 946.0000, -550.0000, -81.0000, 0, 0, 0
L 928.0000, -535.0000, -74.0000, 928.0000, -550.0000, -81.0000, 0, 0, 0
L 676.0000, -205.0000, -99.0000, 698.0000, -205.0000, -99.0000, 150, 150, 150
L 697.0000, -207.0000, -98.0000, 676.0000, -207.0000, -98.0000, 150, 150, 150
L 676.0000, -209.0000, -97.0000, 696.0000, -209.0000, -97.0000, 150, 150, 150
L 695.0000, -211.0000, -96.0000, 676.0000, -211.0000, -96.0000, 150, 150, 150
L 676.0000, -213.0000, -95.0000, 694.0000, -213.0000, -95.0000, 150, 150, 150
L 693.0000, -215.0000, -94.0000, 676.0000, -215.0000, -94.0000, 150, 150, 150
L 676.0000, -217.0000, -93.0000, 692.0000, -217.0000, -93.0000, 150, 150, 150
L 676.0000, -217.0000, -93.0000, 675.0000, -202.0000, -100.0000, 150, 150, 150
L 676.0000, -217.0000, -93.0000, 691.0000, -219.0000, -92.0000, 150, 150, 150
L 683.0000, -235.0000, -91.0000, 701.0000, -199.0000, -100.0000, 0, 0, 0
L 679.0000, -235.0000, -91.0000, 683.0000, -235.0000, -91.0000, 0, 0, 0
L 648.0000, -179.0000, -100.0000, 648.0000, -188.0000, -100.0000, 0, 0, 0
L 652.0000, -163.0000, -100.0000, 648.0000, -179.0000, -100.0000, 0, 0, 0
L 660.0000, -148.0000, -100.0000, 652.0000, -163.0000, -100.0000, 0, 0, 0
L 683.0000, -148.0000, -100.0000, 660.0000, -148.0000, -100.0000, 0, 0, 0
L 699.0000, -180.0000, -100.0000, 683.0000, -148.0000, -100.0000, 0, 0, 0
L 703.0000, -184.0000, -100.0000, 699.0000, -180.0000, -100.0000, 0, 0, 0
L 708.0000, -184.0000, -100.0000, 703.0000, -184.0000, -100.0000, 0, 0, 0
L 708.0000, -180.0000, -100.0000, 708.0000, -184.0000, -100.0000, 0, 0, 0
L 708.0000, -203.0000, -100.0000, 764.0000, -203.0000, -100.0000, 0, 0, 0
L 708.0000, -199.0000, -100.0000, 708.0000, -203.0000, -100.0000, 0, 0, 0
L 701.0000, -199.0000, -100.0000, 708.0000, -199.0000, -100.0000, 0, 0, 0
L 676.0000, -203.0000, -100.0000, 699.0000, -203.0000, -100.0000, 150, 150, 150
L 674.0000, -199.0000, -100.0000, 675.0000, -202.0000, -100.0000, 150, 150, 150
L 670.0000, -193.0000, -100.0000, 674.0000, -199.0000, -100.0000, 150, 150, 150
L 661.0000, -188.0000, -100.0000, 670.0000, -193.0000, -100.0000, 150, 150, 150
L 648.0000, -188.0000, -100.0000, 661.0000, -188.0000, -100.0000, 150, 150, 150
L 648.0000, -203.0000, -91.0000, 648.0000, -188.0000, -100.0000, 0, 0, 0
L 652.0000, -219.0000, -91.0000, 648.0000, -203.0000, -91.0000, 0, 0, 0
L 660.0000, -235.0000, -91.0000, 652.0000, -219.0000, -91.0000, 0, 0, 0
L 664.0000, -235.0000, -91.0000, 660.0000, -235.0000, -91.0000, 0, 0, 0
